"page_url"	"nid"	"page_title"	"antall_ansatte"
"/yrker/beskrivelse/lufthavnbetjent"	"3962618"	"Lufthavnbetjent"	"3996"
"/yrker/beskrivelse/fagoperator_i_fiskeredskapsfaget"	"396192"	"Fagoperatør i fiskeredskapsfaget"	"3985"
"/yrker/beskrivelse/elektroreparator"	"396057"	"Elektroreparatør"	"3966"
"/yrker/beskrivelse/konditor"	"395866"	"Konditor"	"3922"
"/yrker/beskrivelse/industridesigner"	"395840"	"Industridesigner"	"3899"
"/yrker/beskrivelse/hovmester"	"395831"	"Hovmester"	"3869"
"/yrker/beskrivelse/interiorarkitekt"	"395847"	"Interiørarkitekt"	"3838"
"/yrker/beskrivelse/maritim_elektriker"	"395977"	"Maritim elektriker"	"3675"
"/yrker/beskrivelse/forfatter"	"395798"	"Forfatter"	"3635"
"/yrker/beskrivelse/ndt-kontrollor"	"3946823"	"NDT-kontrollør"	"3608"
"/yrker/beskrivelse/klinisk_ernaeringsfysiolog"	"395786"	"Klinisk ernæringsfysiolog"	"3581"
"/yrker/beskrivelse/skipsmegler"	"395978"	"Skipsmegler"	"3567"
"/yrker/beskrivelse/lydtekniker"	"395893"	"Lydtekniker"	"3564"
"/yrker/beskrivelse/kantor"	"396106"	"Kantor"	"3548"
"/yrker/beskrivelse/salgsfremmer"	"3962594"	"Salgsfremmer"	"3488"
"/yrker/beskrivelse/fiskehelsebiolog"	"396243"	"Fiskehelsebiolog"	"3458"
"/yrker/beskrivelse/massasjeterapeut"	"395903"	"Massasjeterapeut"	"3438"
"/yrker/beskrivelse/flygeleder"	"395796"	"Flygeleder"	"3390"
"/yrker/beskrivelse/lasesmed"	"396034"	"Låsesmed"	"3353"
"/yrker/beskrivelse/veiplanlegger"	"3962598"	"Veiplanlegger"	"3268"
"/yrker/beskrivelse/geograf"	"395814"	"Geograf"	"3220"
"/yrker/beskrivelse/samfunnsgeograf"	"396158"	"Samfunnsgeograf"	"3220"
"/yrker/beskrivelse/klinisk_sosionom"	"396159"	"Klinisk sosionom"	"3175"
"/yrker/beskrivelse/sosialantropolog"	"395987"	"Sosialantropolog"	"3164"
"/yrker/beskrivelse/kunst-_og_kulturformidler"	"396168"	"Kunst- og kulturformidler"	"3082"
"/yrker/beskrivelse/reiseleder"	"395958"	"Reiseleder"	"3063"
"/yrker/beskrivelse/kjole-_og_draktsyer"	"395863"	"Kjole- og draktsyer"	"3063"
"/yrker/beskrivelse/trikkeforer"	"396172"	"Trikkefører "	"3054"
"/yrker/beskrivelse/tekstforfatter"	"396008"	"Tekstforfatter"	"3009"
"/yrker/beskrivelse/rekvisitor"	"396214"	"Rekvisitør"	"2999"
"/yrker/beskrivelse/dykker"	"395778"	"Dykker"	"2956"
"/yrker/beskrivelse/ernaeringskokk"	"396051"	"Ernæringskokk"	"2742"
"/yrker/beskrivelse/fagoperator_i_grafisk_emballasje"	"3948516"	"Fagoperatør i grafisk emballasje"	"2716"
"/yrker/beskrivelse/familieradgiver"	"3962584"	"Familierådgiver"	"2714"
"/yrker/beskrivelse/misjonaer"	"396175"	"Misjonær"	"2664"
"/yrker/beskrivelse/produktutvikler_fiskefor"	"396242"	"Produktutvikler fiskefôr"	"2646"
"/yrker/beskrivelse/lystekniker"	"395894"	"Lystekniker"	"2646"
"/yrker/beskrivelse/audiograf"	"395738"	"Audiograf"	"2641"
"/yrker/beskrivelse/tolk"	"396012"	"Tolk"	"2616"
"/yrker/beskrivelse/tanntekniker"	"396004"	"Tanntekniker"	"2595"
"/yrker/beskrivelse/dyrepasser"	"3947238"	"Dyrepasser"	"2523"
"/yrker/beskrivelse/vikler"	"396122"	"Vikler"	"2512"
"/yrker/beskrivelse/banemontor"	"396042"	"Banemontør"	"2509"
"/yrker/beskrivelse/oversetter"	"395930"	"Oversetter"	"2458"
"/yrker/beskrivelse/art_director"	"395733"	"Art director"	"2300"
"/yrker/beskrivelse/allmennlege"	"396219"	"Allmennlege"	"2216"
"/yrker/beskrivelse/los"	"395892"	"Los"	"2207"
"/yrker/beskrivelse/polsemaker"	"395951"	"Pølsemaker"	"2090"
"/yrker/beskrivelse/nettverkstekniker"	"396246"	"Nettverkstekniker"	"2087"
"/yrker/beskrivelse/klesdesigner"	"395864"	"Klesdesigner"	"2078"
"/yrker/beskrivelse/havforsker"	"395821"	"Havforsker"	"2071"
"/yrker/beskrivelse/oseanograf"	"396093"	"Oseanograf"	"2071"
"/yrker/beskrivelse/systemanalytiker"	"3962625"	"Systemanalytiker"	"2059"
"/yrker/beskrivelse/fagoperator_i_trikotasje"	"396205"	"Fagoperatør i trikotasje"	"1997"
"/yrker/beskrivelse/gullsmed"	"395819"	"Gullsmed"	"1993"
"/yrker/beskrivelse/logoped"	"395891"	"Logoped"	"1960"
"/yrker/beskrivelse/mobeltapetserer"	"395918"	"Møbeltapetserer"	"1948"
"/yrker/beskrivelse/konservator"	"395868"	"Konservator"	"1947"
"/yrker/beskrivelse/turistvert"	"3962607"	"Turistvert"	"1903"
"/yrker/beskrivelse/diakonimedarbeider"	"396126"	"Diakonimedarbeider"	"1898"
"/yrker/beskrivelse/kiropraktor"	"395859"	"Kiropraktor"	"1851"
"/yrker/beskrivelse/jordskiftekandidat"	"3962605"	"Jordskiftekandidat"	"1835"
"/yrker/beskrivelse/diakon"	"395774"	"Diakon"	"1834"
"/yrker/beskrivelse/regissor"	"395955"	"Regissør"	"1822"
"/yrker/beskrivelse/komposittbatbygger"	"396180"	"Komposittbåtbygger"	"1800"
"/yrker/beskrivelse/flyktningkonsulent"	"396210"	"Flyktningkonsulent"	"1782"
"/yrker/beskrivelse/finmekaniker"	"396032"	"Finmekaniker"	"1755"
"/yrker/beskrivelse/kostokonom"	"395874"	"Kostøkonom"	"1732"
"/yrker/beskrivelse/verktoymaker"	"396021"	"Verktøymaker"	"1705"
"/yrker/beskrivelse/stoper"	"3947239"	"Støper"	"1701"
"/yrker/beskrivelse/meteorolog"	"395909"	"Meteorolog"	"1682"
"/yrker/beskrivelse/psykiater"	"395948"	"Psykiater"	"1676"
"/yrker/beskrivelse/chassispabygger"	"396194"	"Chassispåbygger"	"1640"
"/yrker/beskrivelse/danser"	"395771"	"Danser"	"1630"
"/yrker/beskrivelse/ortopediingenior"	"395928"	"Ortopediingeniør"	"1610"
"/yrker/beskrivelse/ortopeditekniker"	"395929"	"Ortopeditekniker"	"1549"
"/yrker/beskrivelse/sminkor"	"395985"	"Sminkør"	"1547"
"/yrker/beskrivelse/ridelaerer"	"395964"	"Ridelærer"	"1547"
"/yrker/beskrivelse/fotterapeut"	"395805"	"Fotterapeut"	"1513"
"/yrker/beskrivelse/flyinstruktor"	"396152"	"Flyinstruktør"	"1507"
"/yrker/beskrivelse/billedkunstner"	"396165"	"Billedkunstner"	"1503"
"/yrker/beskrivelse/skogbruksleder"	"3948547"	"Skogbruksleder"	"1470"
"/yrker/beskrivelse/bokbinder"	"395761"	"Bokbinder"	"1440"
"/yrker/beskrivelse/afis-fullmektig"	"395716"	"AFIS-fullmektig"	"1432"
"/yrker/beskrivelse/kateket"	"395856"	"Kateket"	"1427"
"/yrker/beskrivelse/museumsformidler"	"396179"	"Museumsformidler"	"1395"
"/yrker/beskrivelse/arkeolog"	"395730"	"Arkeolog"	"1310"
"/yrker/beskrivelse/driftsoperator_i_idrettsanlegg"	"396190"	"Driftsoperatør i idrettsanlegg"	"1301"
"/yrker/beskrivelse/kostymesyer"	"395873"	"Kostymesyer"	"1297"
"/yrker/beskrivelse/radiolog"	"395953"	"Radiolog"	"1288"
"/yrker/beskrivelse/instrumentalpedagog"	"396185"	"Instrumentalpedagog"	"1287"
"/yrker/beskrivelse/negledesigner"	"395921"	"Negledesigner"	"1282"
"/yrker/beskrivelse/hovslager"	"395832"	"Hovslager"	"1180"
"/yrker/beskrivelse/matematiker"	"395904"	"Matematiker"	"1158"
"/yrker/beskrivelse/naprapat"	"395919"	"Naprapat"	"1152"
"/yrker/beskrivelse/advokatassistent"	"3946820"	"Advokatassistent"	"1139"
"/yrker/beskrivelse/arbeidsmedisiner"	"396234"	"Arbeidsmedisiner"	"1107"
"/yrker/beskrivelse/batbygger"	"396033"	"Båtbygger"	"1102"
"/yrker/beskrivelse/modell"	"395910"	"Modell"	"1101"
"/yrker/beskrivelse/kunstner"	"395880"	"Kunstner"	"1095"
"/yrker/beskrivelse/animator"	"395725"	"Animatør"	"1086"
"/yrker/beskrivelse/sportsdommer"	"396110"	"Sportsdommer"	"1068"
"/yrker/beskrivelse/fotballdommer"	"396109"	"Fotballdommer"	"1068"
"/yrker/beskrivelse/legemiddelkonsulent"	"395888"	"Legemiddelkonsulent"	"1059"
"/yrker/beskrivelse/smed"	"395984"	"Smed"	"1057"
"/yrker/beskrivelse/oyelege"	"396028"	"Øyelege"	"1018"
"/yrker/beskrivelse/strikkehandverker"	"396200"	"Strikkehåndverker"	"1003"
"/yrker/beskrivelse/hydrolog"	"395836"	"Hydrolog"	"934"
"/yrker/beskrivelse/herreskredder"	"396049"	"Herreskredder"	"929"
"/yrker/beskrivelse/bronnoperator_sementering"	"396056"	"Brønnoperatør sementering"	"909"
"/yrker/beskrivelse/garnframstiller"	"396204"	"Garnframstiller"	"905"
"/yrker/beskrivelse/aktuar"	"395720"	"Aktuar"	"877"
"/yrker/beskrivelse/urmaker"	"396018"	"Urmaker"	"839"
"/yrker/beskrivelse/solvsmed"	"395998"	"Sølvsmed"	"837"
"/yrker/beskrivelse/dirigent"	"395776"	"Dirigent"	"801"
"/yrker/beskrivelse/fagoperator_i_farging_trykking_og_etterbehandling"	"396197"	"Fagoperatør i farging, trykking og etterbehandling"	"798"
"/yrker/beskrivelse/tegnspraktolk"	"395780"	"Tegnspråktolk"	"776"
"/yrker/beskrivelse/butikkslakter"	"395768"	"Butikkslakter"	"735"
"/yrker/beskrivelse/fagoperator_i_limtreproduksjonsfaget"	"396067"	"Fagoperatør i limtreproduksjonsfaget"	"735"
"/yrker/beskrivelse/ambassador"	"395723"	"Ambassadør"	"729"
"/yrker/beskrivelse/jordskiftedommer"	"3962615"	"Jordskiftedommer"	"729"
"/yrker/beskrivelse/motorsykkelmekaniker"	"396055"	"Motorsykkelmekaniker"	"719"
"/yrker/beskrivelse/bunadtilvirker"	"396058"	"Bunadtilvirker"	"718"
"/yrker/beskrivelse/signalmontor"	"396044"	"Signalmontør"	"706"
"/yrker/beskrivelse/naturforvalter"	"395920"	"Naturforvalter"	"705"
"/yrker/beskrivelse/gynekolog"	"395820"	"Gynekolog"	"681"
"/yrker/beskrivelse/kunsthandverker"	"395879"	"Kunsthåndverker"	"680"
"/yrker/beskrivelse/marin_bioteknolog"	"396157"	"Marin bioteknolog"	"667"
"/yrker/beskrivelse/garver"	"396085"	"Garver"	"634"
"/yrker/beskrivelse/trebatbygger"	"396181"	"Trebåtbygger"	"633"
"/yrker/beskrivelse/stottekontakt"	"3962569"	"Støttekontakt"	"583"
"/yrker/beskrivelse/geodataingenior"	"3962608"	"Geodataingeniør"	"563"
"/yrker/beskrivelse/gipsmaker"	"396070"	"Gipsmaker"	"561"
"/yrker/beskrivelse/mattekniker"	"395922"	"Mattekniker"	"548"
"/yrker/beskrivelse/glasshandverker"	"395816"	"Glasshåndverker"	"534"
"/yrker/beskrivelse/ortoped"	"395927"	"Ortoped"	"527"
"/yrker/beskrivelse/fotojournalist"	"395804"	"Fotojournalist"	"526"
"/yrker/beskrivelse/kurator"	"396213"	"Kurator"	"524"
"/yrker/beskrivelse/kjeveortoped"	"396119"	"Kjeveortoped"	"523"
"/yrker/beskrivelse/mikrobiolog"	"396137"	"Mikrobiolog"	"480"
"/yrker/beskrivelse/serigraf"	"396080"	"Serigraf"	"463"
"/yrker/beskrivelse/reindriftsutover"	"396161"	"Reindriftsutøver"	"455"
"/yrker/beskrivelse/vinkelner"	"396150"	"Vinkelner"	"455"
"/yrker/beskrivelse/musikkterapeut"	"396215"	"Musikkterapeut"	"446"
"/yrker/beskrivelse/musikkprodusent"	"396216"	"Musikkprodusent"	"445"
"/yrker/beskrivelse/jordbrukssjef"	"396130"	"Jordbrukssjef"	"425"
"/yrker/beskrivelse/interaksjonsdesigner"	"417248"	"Interaksjonsdesigner"	"415"
"/yrker/beskrivelse/marinbiolog"	"395897"	"Marinbiolog"	"408"
"/yrker/beskrivelse/seilmaker"	"396071"	"Seilmaker"	"400"
"/yrker/beskrivelse/maskor-_og_parykkmaker"	"395902"	"Maskør- og parykkmaker"	"388"
"/yrker/beskrivelse/skomaker"	"395981"	"Skomaker"	"386"
"/yrker/beskrivelse/fagoperator_i_veving"	"396206"	"Fagoperatør i veving"	"383"
"/yrker/beskrivelse/utmarkskonsulent"	"396128"	"Utmarkskonsulent"	"378"
"/yrker/beskrivelse/astronom"	"395736"	"Astronom"	"378"
"/yrker/beskrivelse/industrioppmaler"	"3971455"	"Industrioppmåler"	"373"
"/yrker/beskrivelse/onkolog"	"396140"	"Onkolog"	"372"
"/yrker/beskrivelse/kreftsykepleier"	"396160"	"Kreftsykepleier"	"342"
"/yrker/beskrivelse/havnesjef"	"396108"	"Havnesjef"	"339"
"/yrker/beskrivelse/fylkesjordsjef"	"396133"	"Fylkesjordsjef"	"330"
"/yrker/beskrivelse/skipper_pa_fiskefartoy"	"395976"	"Skipper på fiskefartøy"	"318"
"/yrker/beskrivelse/akupunktor"	"395721"	"Akupunktør"	"302"
"/yrker/beskrivelse/historiker"	"395825"	"Historiker"	"297"
"/yrker/beskrivelse/kardiolog"	"396139"	"Kardiolog"	"296"
"/yrker/beskrivelse/ansatt_i_forsvaret"	"395923"	"Ansatt i Forsvaret"	"288"
"/yrker/beskrivelse/sjomathandler"	"396039"	"Sjømathandler"	"285"
"/yrker/beskrivelse/manuellterapeut"	"396114"	"Manuellterapeut"	"282"
"/yrker/beskrivelse/lafter"	"3962627"	"Lafter"	"278"
"/yrker/beskrivelse/roykdykker"	"396147"	"Røykdykker"	"276"
"/yrker/beskrivelse/handbokbinder"	"396062"	"Håndbokbinder"	"266"
"/yrker/beskrivelse/fabrikksjef_fiske"	"396241"	"Fabrikksjef, fiske"	"264"
"/yrker/beskrivelse/scenograf"	"395970"	"Scenograf"	"262"
"/yrker/beskrivelse/skogbrukssjef"	"396129"	"Skogbrukssjef"	"259"
"/yrker/beskrivelse/bioteknolog"	"395757"	"Bioteknolog"	"259"
"/yrker/beskrivelse/modellbygger"	"417318"	"Modellbygger"	"251"
"/yrker/beskrivelse/basnettmann"	"395793"	"Bas/Nettmann"	"248"
"/yrker/beskrivelse/dramaturg"	"396156"	"Dramaturg"	"247"
"/yrker/beskrivelse/illustrator"	"395839"	"Illustratør"	"243"
"/yrker/beskrivelse/kunsthistoriker"	"396104"	"Kunsthistoriker"	"243"
"/yrker/beskrivelse/teknisk_forfatter"	"396116"	"Teknisk forfatter"	"226"
"/yrker/beskrivelse/ortoptist"	"396184"	"Ortoptist"	"223"
"/yrker/beskrivelse/dimensjonskontrollor"	"396191"	"Dimensjonskontrollør"	"221"
"/yrker/beskrivelse/nevrolog"	"396138"	"Nevrolog"	"204"
"/yrker/beskrivelse/antikvar"	"396182"	"Antikvar"	"202"
"/yrker/beskrivelse/handvever"	"396084"	"Håndvever"	"200"
"/yrker/beskrivelse/forgyller"	"396054"	"Forgyller"	"192"
"/yrker/beskrivelse/mobeldesigner"	"395916"	"Møbeldesigner"	"191"
"/yrker/beskrivelse/bronnoperator_mekaniske_kabeloperasjoner"	"396217"	"Brønnoperatør for mekaniske kabeloperasjoner"	"189"
"/yrker/beskrivelse/osteopat"	"396099"	"Osteopat"	"188"
"/yrker/beskrivelse/influencer"	"3968111"	"Influencer"	"183"
"/yrker/beskrivelse/borsemaker"	"395769"	"Børsemaker"	"165"
"/yrker/beskrivelse/filolog"	"396094"	"Filolog"	"162"
"/yrker/beskrivelse/audiopedagog"	"395739"	"Audiopedagog"	"160"
"/yrker/beskrivelse/anestesilege"	"396220"	"Anestesilege"	"155"
"/yrker/beskrivelse/sanger"	"395968"	"Sanger"	"144"
"/yrker/beskrivelse/salmaker"	"396035"	"Salmaker"	"143"
"/yrker/beskrivelse/perfusjonist"	"416207"	"Perfusjonist"	"132"
"/yrker/beskrivelse/aromaterapeut"	"396115"	"Aromaterapeut"	"126"
"/yrker/beskrivelse/sangpedagog"	"395969"	"Sangpedagog"	"126"
"/yrker/beskrivelse/treskjaerer"	"396075"	"Treskjærer"	"119"
"/yrker/beskrivelse/koreograf"	"395871"	"Koreograf"	"118"
"/yrker/beskrivelse/pianostemmer"	"395935"	"Pianostemmer"	"117"
"/yrker/beskrivelse/komponist"	"417141"	"Komponist"	"111"
"/yrker/beskrivelse/barnesykepleier"	"395747"	"Barnesykepleier"	"110"
"/yrker/beskrivelse/optroniker"	"395925"	"Optroniker"	"110"
"/yrker/beskrivelse/gravor"	"396066"	"Gravør"	"107"
"/yrker/beskrivelse/togelektriker"	"396053"	"Togelektriker"	"105"
"/yrker/beskrivelse/kybernetiker"	"3962628"	"Kybernetiker"	"101"
"/yrker/beskrivelse/orgelbygger"	"396038"	"Orgelbygger"	"97"
"/yrker/beskrivelse/forerhundtrener"	"395810"	"Førerhundtrener"	"91"
"/yrker/beskrivelse/skriftgransker"	"396171"	"Skriftgransker"	"77"
"/yrker/beskrivelse/kriminolog"	"395876"	"Kriminolog"	"76"
"/yrker/beskrivelse/filigranssolvsmed"	"396091"	"Filigranssølvsmed"	"73"
"/yrker/beskrivelse/ore-nese-hals-spesialist"	"396226"	"Øre-nese-hals-spesialist"	"71"
"/yrker/beskrivelse/fylkesskogmester"	"396134"	"Fylkesskogmester"	"71"
"/yrker/beskrivelse/keramiker"	"395857"	"Keramiker"	"57"
"/yrker/beskrivelse/planteviter"	"396169"	"Planteviter"	"48"
"/yrker/beskrivelse/naeringsmiddelteknolog"	"3947341"	"Næringsmiddelteknolog"	"42"
"/yrker/beskrivelse/taksidermist"	"396081"	"Taksidermist"	"41"
"/yrker/beskrivelse/soneterapeut"	"396113"	"Soneterapeut"	"41"
"/yrker/beskrivelse/homeopat"	"395829"	"Homeopat"	"39"
"/yrker/beskrivelse/bronnoperator_elektriske_kabeloperasjoner"	"396050"	"Brønnoperatør for elektriske kabeloperasjoner"	"38"
"/yrker/beskrivelse/nautisk_instrumentmaker"	"396202"	"Nautisk instrumentmaker"	"37"
"/yrker/beskrivelse/gestaltterapeut"	"396187"	"Gestaltterapeut"	"36"
"/yrker/beskrivelse/patolog"	"395931"	"Patolog"	"36"
"/yrker/beskrivelse/institusjonsprest"	"396125"	"Institusjonsprest"	"35"
"/yrker/beskrivelse/blyglasshandverker"	"396092"	"Blyglasshåndverker"	"34"
"/yrker/beskrivelse/tredreier"	"396015"	"Tredreier"	"34"
"/yrker/beskrivelse/barnelege"	"395746"	"Barnelege"	"33"
"/yrker/beskrivelse/bokker"	"396037"	"Bøkker"	"33"
"/yrker/beskrivelse/kulturhistoriker_kulturviter"	"395787"	"Kulturhistoriker / kulturviter"	"22"
"/yrker/beskrivelse/biopat"	"417310"	"Biopat"	"21"
"/yrker/beskrivelse/buntmaker"	"396073"	"Buntmaker"	"20"
"/yrker/beskrivelse/modist"	"396043"	"Modist"	"18"
"/yrker/beskrivelse/etterforsker"	"396250"	"Etterforsker"	"17"
"/yrker/beskrivelse/duojar"	"396076"	"Duojár"	"15"
"/yrker/beskrivelse/repslager"	"3948527"	"Repslager"	"15"
"/yrker/beskrivelse/litteraturviter"	"396095"	"Litteraturviter"	"14"
"/yrker/beskrivelse/skofagoperator"	"417380"	"Skofagoperatør"	"12"
"/yrker/beskrivelse/ornitolog"	"396143"	"Ornitolog"	"10"
"/yrker/beskrivelse/storurmaker"	"396088"	"Storurmaker"	"7"
"/yrker/beskrivelse/filosof"	"395792"	"Filosof"	"7"
"/yrker/beskrivelse/kurvmaker"	"396077"	"Kurvmaker"	"5"
